0.667 0.333 0.333 0.000 0.667 0.667 0.333 0.000 0 0 0 0 0 1 0 0
0.667 0.333 0.667 0.667 1.000 0.667 0.333 0.000 0 0 1 0 0 0 0 0
0.667 0.667 0.667 1.000 0.333 1.000 0.000 0.333 0 1 0 0 0 0 0 0
0.333 0.000 0.333 0.667 1.000 1.000 0.000 1.000 0 1 0 0 0 0 0 0
0.000 0.333 1.000 0.333 0.000 1.000 0.667 0.667 0 0 1 0 0 0 0 0
1.000 0.667 1.000 0.667 0.000 0.000 0.667 0.333 0 0 0 0 1 0 0 0
0.667 1.000 0.000 0.000 0.333 0.000 0.000 0.333 0 0 0 0 0 1 0 0
1.000 0.333 0.667 1.000 0.667 0.000 0.667 0.667 0 0 1 0 0 0 0 0
0.667 0.333 0.333 0.667 0.667 0.000 1.000 1.000 0 0 0 1 0 0 0 0
0.000 1.000 1.000 0.000 0.000 0.333 0.667 0.667 1 0 0 0 0 0 0 0
0.333 0.333 0.333 0.667 1.000 0.333 0.333 0.667 0 0 1 0 0 0 0 0
1.000 1.000 0.667 0.333 0.000 0.667 1.000 0.333 0 0 0 0 0 0 1 0
0.333 0.000 1.000 1.000 0.667 0.333 0.000 1.000 0 1 0 0 0 0 0 0
0.000 1.000 0.667 0.333 0.667 0.667 0.000 0.333 0 1 0 0 0 0 0 0
0.333 0.000 0.000 0.000 0.000 0.667 0.667 0.667 0 0 0 0 0 0 1 0
0.333 0.000 1.000 0.333 1.000 1.000 0.667 0.333 0 1 0 0 0 0 0 0
1.000 0.333 0.333 1.000 0.000 0.000 0.667 1.000 0 0 0 0 0 0 0 1
0.000 1.000 0.667 0.667 0.667 0.333 0.333 0.667 1 0 0 0 0 0 0 0
0.000 0.667 0.667 0.333 0.000 1.000 0.000 1.000 0 0 0 1 0 0 0 0
1.000 0.667 0.667 0.333 0.667 1.000 0.333 1.000 0 0 0 1 0 0 0 0
0.667 1.000 0.000 0.333 0.333 1.000 0.667 0.667 0 0 1 0 0 0 0 0
1.000 0.000 1.000 0.667 1.000 0.667 1.000 0.000 0 0 0 0 1 0 0 0
0.667 0.000 0.000 0.667 0.333 0.000 0.667 0.667 0 0 0 1 0 0 0 0
0.000 0.667 0.000 0.000 1.000 0.667 0.667 0.667 0 0 1 0 0 0 0 0
0.667 0.667 1.000 0.333 0.667 0.333 0.667 1.000 0 0 0 1 0 0 0 0
1.000 1.000 0.667 1.000 1.000 0.333 0.667 0.000 1 0 0 0 0 0 0 0
0.000 0.333 0.333 0.000 0.667 1.000 1.000 0.667 0 0 0 0 0 0 0 1
0.667 0.667 0.000 1.000 0.333 0.667 0.667 0.667 0 0 0 1 0 0 0 0
1.000 0.333 0.000 1.000 0.667 1.000 1.000 0.667 0 0 1 0 0 0 0 0
1.000 0.667 0.667 0.667 0.000 1.000 0.667 1.000 0 0 0 1 0 0 0 0
1.000 0.333 0.000 0.000 0.333 0.333 1.000 0.000 0 0 1 0 0 0 0 0
1.000 0.667 0.667 0.333 0.000 0.000 0.667 0.667 0 0 0 0 0 0 1 0
0.667 1.000 0.667 0.667 0.333 0.667 1.000 0.000 0 0 0 1 0 0 0 0
0.667 1.000 1.000 0.000 0.333 0.000 0.333 0.333 1 0 0 0 0 0 0 0
0.333 0.000 0.667 1.000 0.000 1.000 0.333 1.000 0 1 0 0 0 0 0 0
0.333 0.000 0.667 0.667 0.667 0.333 1.000 0.000 0 1 0 0 0 0 0 0
0.333 0.667 1.000 0.667 0.333 0.667 1.000 0.667 0 0 0 0 1 0 0 0
1.000 1.000 0.333 0.333 1.000 1.000 0.000 1.000 0 0 0 0 0 0 0 1
1.000 0.333 1.000 0.000 1.000 0.000 0.667 0.333 0 0 1 0 0 0 0 0
0.667 0.333 0.000 0.667 0.333 0.333 0.000 0.667 0 0 1 0 0 0 0 0
1.000 0.667 0.333 0.000 1.000 0.667 0.667 0.000 0 0 0 0 0 0 0 1
0.000 1.000 0.667 0.000 0.333 1.000 0.333 0.000 1 0 0 0 0 0 0 0
1.000 0.667 0.000 0.000 0.667 0.000 0.333 0.000 1 0 0 0 0 0 0 0
0.000 0.000 0.000 0.333 1.000 0.667 0.333 0.667 0 0 1 0 0 0 0 0
0.667 1.000 1.000 0.333 0.667 0.667 0.667 0.667 0 0 0 0 0 1 0 0
0.333 0.000 1.000 1.000 0.667 0.667 0.667 0.000 0 1 0 0 0 0 0 0
1.000 1.000 1.000 1.000 0.333 0.333 0.000 0.667 0 0 0 0 1 0 0 0
0.667 0.667 1.000 1.000 0.667 0.667 1.000 0.333 0 0 0 0 0 1 0 0
0.333 0.667 0.000 0.333 1.000 0.000 0.667 0.667 0 0 1 0 0 0 0 0
1.000 0.000 0.667 1.000 0.667 1.000 0.667 0.000 0 1 0 0 0 0 0 0
1.000 0.000 1.000 0.000 0.667 1.000 0.667 0.333 0 0 0 0 0 1 0 0
0.000 0.000 0.000 0.667 1.000 0.667 1.000 0.333 0 1 0 0 0 0 0 0
0.000 0.000 0.667 0.667 0.333 0.333 0.333 0.333 0 1 0 0 0 0 0 0
1.000 1.000 0.333 0.667 0.667 1.000 0.667 1.000 0 0 0 0 0 0 0 1
0.000 1.000 1.000 1.000 0.667 1.000 0.667 0.667 1 0 0 0 0 0 0 0
0.333 0.667 1.000 0.000 0.333 0.333 0.000 1.000 0 0 0 0 1 0 0 0
0.333 1.000 0.333 0.000 0.000 0.667 1.000 0.000 1 0 0 0 0 0 0 0
0.000 0.333 0.000 0.000 0.333 0.000 0.667 0.333 0 0 1 0 0 0 0 0
0.667 1.000 0.333 0.000 0.333 0.000 0.667 0.000 0 0 0 0 0 0 0 1
0.000 1.000 0.667 1.000 0.333 1.000 0.333 0.333 1 0 0 0 0 0 0 0
0.333 0.333 0.000 0.333 0.000 0.333 0.000 0.000 0 0 1 0 0 0 0 0
0.333 0.333 0.667 1.000 0.667 1.000 1.000 1.000 0 1 0 0 0 0 0 0
0.667 0.000 0.333 0.667 0.333 1.000 0.000 0.667 0 0 0 1 0 0 0 0
0.000 0.333 0.667 0.000 0.667 1.000 0.000 1.000 1 0 0 0 0 0 0 0
0.667 0.000 0.000 1.000 0.000 0.000 1.000 0.000 0 0 0 0 0 0 1 0
0.000 1.000 1.000 0.667 0.000 0.000 1.000 0.667 0 0 0 0 0 0 1 0
1.000 0.333 0.667 0.000 1.000 0.333 0.667 0.000 0 0 1 0 0 0 0 0
1.000 1.000 1.000 0.000 1.000 1.000 1.000 0.000 1 0 0 0 0 0 0 0
0.667 0.667 1.000 0.667 0.000 1.000 1.000 0.000 0 0 0 1 0 0 0 0
